Date,S0042FS,LMCADS03,LMCADY,DXY,CPMINDX,LMFUCAVD,LMEXCA,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG,IOEA
9/7/2011,0.15,9092.00,9073.50,75.47,50.40,147656.00,-125.00,85263.00,1198.62,162.2705,301.29,89.34,1817.71,41.5700,#N/A N/A
9/6/2011,0.15,8933.00,8913.00,75.95,50.40,102954.00,-225.00,85261.00,1165.24,161.2232,293.41,86.02,1875.25,42.0350,#N/A N/A
9/5/2011,0.15,8960.00,8940.00,75.11,50.40,71396.00,-475.00,85261.00,1173.97,162.5149,296.06,86.45,1900.20,42.9775,#N/A N/A
9/2/2011,0.14,9076.00,9056.75,74.76,50.40,69886.00,1450.00,85261.00,1173.97,162.5149,302.19,86.45,1882.96,43.2500,#N/A N/A
9/1/2011,0.13,9145.00,9126.75,74.48,50.40,127988.00,800.00,85305.00,1204.42,162.9113,309.03,88.93,1826.10,41.5638,#N/A N/A
8/31/2011,0.15,9275.00,9257.50,74.12,50.40,150010.00,-550.00,85481.00,1218.89,164.4327,310.62,88.81,1825.55,41.5675,#N/A N/A
8/30/2011,0.15,9160.00,9145.50,73.95,51.20,124551.00,-550.00,85831.00,1212.92,163.4335,306.49,88.90,1835.52,41.3250,#N/A N/A
8/29/2011,0.16,9075.00,9061.75,73.72,51.20,115661.00,1625.00,85929.00,1210.09,161.4124,304.95,87.27,1788.40,40.8725,#N/A N/A
8/26/2011,0.14,9075.00,9061.75,73.81,51.20,115661.00,1625.00,86270.00,1176.80,161.1418,297.60,85.37,1827.15,41.3550,#N/A N/A
8/25/2011,0.15,9030.00,9016.50,74.28,51.20,115661.00,-475.00,86254.00,1159.27,159.2828,295.63,85.30,1774.45,41.0900,#N/A N/A
8/24/2011,0.18,8875.00,8859.50,74.01,51.20,90320.00,-1250.00,86054.00,1177.60,158.3737,298.93,85.16,1759.13,39.7300,#N/A N/A
8/23/2011,0.15,8850.00,8830.75,73.89,51.20,113319.00,-1275.00,85582.00,1162.35,160.6887,296.83,85.44,1828.63,41.9025,#N/A N/A
8/22/2011,0.14,8720.00,8699.75,74.07,51.20,92337.00,2825.00,85050.00,1123.82,159.8813,290.17,84.12,1897.46,43.7500,#N/A N/A
8/19/2011,0.12,8825.00,8804.50,74.01,51.20,98616.00,500.00,85050.00,1123.53,159.0033,290.42,82.26,1852.07,42.9000,#N/A N/A
8/18/2011,0.12,8770.00,8750.50,74.24,51.20,108206.00,-1650.00,84628.00,1140.65,157.0895,295.03,82.38,1823.90,40.6100,#N/A N/A
8/17/2011,0.12,8965.00,8943.50,73.67,51.20,104570.00,-650.00,84246.00,1193.89,159.7031,307.85,87.58,1791.25,40.3400,#N/A N/A
8/16/2011,0.11,8830.00,8808.75,74.01,51.20,127466.00,4675.00,83841.00,1192.76,158.3815,306.78,86.65,1785.55,39.8875,#N/A N/A
8/15/2011,0.11,8908.00,8888.25,73.84,51.20,127717.00,-1175.00,83410.00,1204.49,158.3941,308.39,87.88,1766.02,39.8650,#N/A N/A
8/12/2011,0.11,8865.00,8845.25,74.61,51.20,129814.00,-1375.00,83319.00,1178.81,157.0312,302.11,85.38,1746.68,39.0925,#N/A N/A
8/11/2011,0.09,8881.00,8859.50,74.68,51.20,184054.00,-875.00,83199.00,1172.64,157.2904,298.95,85.72,1763.92,38.7075,#N/A N/A
8/10/2011,0.10,8595.00,8573.00,74.64,51.20,187261.00,-600.00,83019.00,1120.76,154.7777,290.54,82.89,1793.27,39.2850,#N/A N/A
8/9/2011,0.15,8731.00,8709.75,74.61,51.20,192384.00,-600.00,82860.00,1172.53,152.8335,297.72,79.30,1740.95,37.5700,#N/A N/A
8/8/2011,0.25,8781.00,8759.75,74.79,51.20,233958.00,175.00,82795.00,1119.46,153.0595,291.50,81.31,1719.45,39.0262,#N/A N/A
8/5/2011,0.31,9041.00,9016.50,74.60,51.20,215632.00,-200.00,82795.00,1199.38,156.1495,307.13,86.88,1663.95,38.3562,#N/A N/A
8/4/2011,0.27,9355.00,9329.50,75.12,51.20,167929.00,-525.00,82753.00,1200.07,157.2922,311.60,86.63,1646.52,38.9000,#N/A N/A
8/3/2011,0.34,9535.00,9509.25,74.04,51.20,154529.00,225.00,82753.00,1260.34,161.8011,324.85,91.93,1661.72,41.6900,#N/A N/A
8/2/2011,0.31,9680.00,9657.00,74.51,51.20,135894.00,-400.00,82753.00,1254.05,163.4494,327.33,93.79,1659.40,40.8000,#N/A N/A
8/1/2011,0.37,9650.00,9629.50,74.26,50.90,127363.00,-525.00,82753.00,1286.94,162.4846,334.34,94.89,1619.38,39.2975,#N/A N/A
7/29/2011,0.37,9830.00,9811.25,73.90,50.90,135229.00,-1800.00,82753.00,1292.28,162.8146,335.90,95.70,1627.05,39.8925,#N/A N/A
7/28/2011,0.46,9814.00,9794.00,74.22,50.90,113167.00,-1450.00,82603.00,1300.67,164.0526,337.66,97.44,1615.95,39.7625,#N/A N/A
7/27/2011,0.48,9779.00,9756.00,74.09,50.90,104847.00,700.00,82287.00,1304.89,165.0295,339.22,97.40,1613.47,40.2775,#N/A N/A
7/26/2011,0.48,9820.00,9798.00,73.47,50.90,80486.00,-2100.00,81862.00,1331.94,165.8254,344.72,99.59,1619.32,40.8912,#N/A N/A
7/25/2011,0.50,9655.00,9633.00,74.06,50.90,65700.00,-1125.00,81596.00,1337.43,164.5956,344.06,99.20,1614.02,40.3412,#N/A N/A
7/22/2011,0.49,9675.00,9654.50,74.20,50.90,79848.00,-1725.00,81371.00,1345.02,165.2773,345.99,99.87,1601.33,40.0850,#N/A N/A
7/21/2011,0.54,9680.00,9659.75,74.02,50.90,129298.00,6350.00,81371.00,1343.80,163.5580,344.48,99.13,1590.55,39.4000,#N/A N/A
7/20/2011,0.50,9755.00,9734.00,74.79,50.90,91547.00,300.00,81216.00,1325.84,164.5288,339.87,98.14,1600.40,40.0300,#N/A N/A
7/19/2011,0.45,9840.00,9818.50,75.22,50.90,139393.00,4450.00,80838.00,1326.73,165.0227,337.87,97.50,1588.50,39.0525,#N/A N/A
7/18/2011,0.45,9694.00,9672.75,75.48,50.90,108906.00,925.00,80716.00,1305.44,164.0440,333.28,95.93,1604.79,40.5475,#N/A N/A
7/15/2011,0.46,9672.00,9651.25,75.13,50.90,88976.00,0.00,80716.00,1316.14,164.5448,337.39,97.24,1593.60,39.2950,#N/A N/A
7/14/2011,0.48,9630.00,9609.50,75.25,50.90,101569.00,50.00,80498.00,1308.87,163.3674,336.86,95.69,1587.23,38.3300,#N/A N/A
7/13/2011,0.47,9650.00,9628.25,75.21,50.90,137725.00,350.00,80318.00,1317.72,164.6637,339.07,98.05,1582.38,38.1425,#N/A N/A
7/12/2011,0.51,9650.00,9629.00,75.81,50.90,118668.00,0.00,80184.00,1313.64,161.9700,335.50,97.43,1567.76,36.1000,#N/A N/A
7/11/2011,0.51,9570.00,9549.00,75.99,50.90,122267.00,-225.00,80056.00,1319.49,160.0007,338.05,95.15,1553.48,35.8125,#N/A N/A
7/8/2011,0.57,9661.00,9644.00,75.18,50.90,132334.00,-100.00,80063.00,1343.80,160.8306,345.18,96.20,1544.15,36.7100,#N/A N/A
7/7/2011,0.71,9740.00,9724.00,74.96,50.90,143679.00,675.00,80138.00,1353.22,161.0916,347.39,98.67,1532.36,36.4369,#N/A N/A
7/6/2011,0.64,9521.00,9503.00,75.12,50.90,120208.00,-1225.00,80090.00,1339.23,158.7266,344.82,96.65,1528.98,35.9188,#N/A N/A
7/5/2011,0.66,9540.00,9522.25,74.69,50.90,104067.00,-225.00,80240.00,1337.88,159.4334,345.90,96.89,1515.70,35.4900,#N/A N/A
7/4/2011,0.73,9455.00,9438.50,74.28,50.90,81878.00,-725.00,80204.00,1339.67,156.8665,346.53,94.94,1496.20,34.1600,#N/A N/A
7/1/2011,0.76,9445.00,9429.25,74.35,50.90,127192.00,-1800.00,80204.00,1339.67,156.8665,345.04,94.94,1487.43,33.8700,#N/A N/A
6/30/2011,0.73,9430.00,9414.00,74.30,50.70,162793.00,-1775.00,80105.00,1320.64,158.1349,341.82,95.42,1500.18,34.6900,#N/A N/A
6/29/2011,0.69,9320.00,9312.00,74.69,50.70,138403.00,-1350.00,79942.00,1307.41,159.0262,337.46,94.77,1512.33,34.8900,#N/A N/A
6/28/2011,0.66,9072.00,9060.00,75.06,50.70,96343.00,-2150.00,79759.00,1296.67,157.2128,333.09,92.89,1501.25,33.9413,#N/A N/A
6/27/2011,0.56,8970.00,8958.50,75.39,50.70,97594.00,-3175.00,79600.00,1280.10,154.6622,329.49,90.61,1497.93,33.5750,#N/A N/A
6/24/2011,0.49,9045.00,9036.00,75.67,50.70,102263.00,-325.00,79441.00,1268.45,155.5094,328.21,91.16,1502.55,34.3125,#N/A N/A
6/23/2011,0.50,8960.00,8955.75,75.45,50.70,113267.00,-500.00,79392.00,1283.50,155.9667,329.15,91.02,1521.40,35.3050,#N/A N/A
6/22/2011,0.58,9015.00,9010.00,74.78,50.70,90973.00,1700.00,79617.00,1287.14,159.5741,333.58,95.41,1548.95,36.3638,#N/A N/A
6/21/2011,0.58,9080.00,9074.00,74.54,50.70,101770.00,975.00,80058.00,1295.52,160.1087,333.95,93.40,1546.28,36.3475,#N/A N/A
6/20/2011,0.57,9005.00,8998.00,75.03,50.70,106570.00,1025.00,80208.00,1278.36,158.9169,328.86,93.26,1540.60,36.0700,#N/A N/A
6/17/2011,0.58,9095.00,9087.00,74.99,50.70,100139.00,-1325.00,80208.00,1271.50,158.9996,328.87,93.01,1539.40,35.8775,#N/A N/A
6/16/2011,0.57,9065.00,9056.75,75.75,50.70,107094.00,-475.00,80362.00,1267.64,159.8920,327.46,94.95,1529.58,35.5450,#N/A N/A
6/15/2011,0.57,9154.00,9142.75,75.60,50.70,116625.00,-1050.00,80362.00,1265.42,161.3209,330.59,94.81,1530.98,35.7888,#N/A N/A
6/14/2011,0.66,9169.00,9157.25,74.33,50.70,170830.00,-2075.00,80374.00,1287.87,164.2537,335.71,99.37,1523.98,35.4225,#N/A N/A
6/13/2011,0.58,8912.00,8896.25,74.51,50.70,134410.00,-2175.00,80720.00,1271.83,163.6835,331.47,97.30,1515.65,34.7675,#N/A N/A
6/10/2011,0.57,8938.00,8923.50,74.80,50.70,112044.00,75.00,80732.00,1270.98,165.6002,331.64,99.29,1531.27,36.1875,#N/A N/A
6/9/2011,0.60,9055.00,9040.00,74.19,50.70,105138.00,700.00,81040.00,1289.00,166.7439,336.49,101.93,1543.98,37.5650,#N/A N/A
6/8/2011,0.54,9031.00,9015.00,73.93,50.70,113077.00,400.00,81065.00,1279.56,166.2306,335.27,100.74,1537.60,36.8125,#N/A N/A
6/7/2011,0.60,9140.00,9126.50,73.52,50.70,119674.00,1050.00,81102.00,1284.94,165.2596,337.79,99.09,1544.13,37.1600,#N/A N/A
6/6/2011,0.62,9135.00,9122.75,73.95,50.70,102714.00,2225.00,81011.00,1286.17,164.6940,337.18,99.01,1544.58,36.7875,#N/A N/A
6/3/2011,0.64,9099.00,9087.75,73.78,50.70,109866.00,-25.00,81011.00,1300.16,165.8851,339.73,100.22,1542.28,36.2475,#N/A N/A
6/2/2011,0.68,8920.00,8907.00,74.33,50.70,124601.00,2650.00,81011.00,1312.94,165.6755,341.04,100.40,1533.65,36.1925,#N/A N/A
6/1/2011,0.63,9102.00,9090.00,74.68,50.70,131689.00,3075.00,81011.00,1314.55,164.9848,343.62,100.29,1539.83,36.8550,#N/A N/A
5/31/2011,0.70,9215.00,9202.25,74.64,50.70,121723.00,-1700.00,81011.00,1345.20,166.5416,347.90,102.70,1535.73,38.5200,#N/A N/A
5/30/2011,0.69,9199.00,9188.25,74.96,50.90,101336.00,1250.00,81011.00,1331.10,165.3465,343.48,100.59,1538.46,38.1250,#N/A N/A
5/27/2011,0.69,9199.00,9188.25,74.95,50.90,101336.00,1250.00,81011.00,1331.10,165.3465,343.50,100.59,1536.40,38.0100,#N/A N/A
5/26/2011,0.73,9020.00,9010.00,75.55,50.90,114597.00,-1150.00,81011.00,1325.69,163.4876,340.36,100.23,1519.20,37.3025,#N/A N/A
5/25/2011,0.79,9065.00,9059.00,75.93,50.90,121744.00,125.00,81011.00,1320.47,163.8140,338.26,101.32,1525.35,37.9225,#N/A N/A
5/24/2011,0.81,8861.00,8849.00,75.88,50.90,118021.00,1075.00,81033.00,1316.28,161.4934,337.52,99.59,1526.64,36.6800,#N/A N/A
5/23/2011,0.82,8794.00,8776.00,76.10,50.90,110819.00,1925.00,81103.00,1317.37,160.7563,336.63,97.70,1517.10,35.0925,#N/A N/A
5/20/2011,0.81,9071.00,9049.75,75.44,50.90,86705.00,-775.00,81191.00,1333.27,162.3520,342.80,99.49,1512.23,35.0675,#N/A N/A
5/19/2011,0.84,8949.00,8927.25,75.12,50.90,131772.00,-775.00,81412.00,1343.60,160.8559,344.82,98.44,1493.28,35.0100,#N/A N/A
5/18/2011,0.87,9065.00,9043.00,75.48,50.90,133669.00,225.00,81587.00,1340.68,162.8795,344.07,100.10,1496.98,35.0900,#N/A N/A
5/17/2011,0.82,8799.00,8776.50,75.40,50.90,191258.00,500.00,81832.00,1328.98,158.9118,340.89,96.91,1486.70,33.9700,#N/A N/A
5/16/2011,0.83,8839.00,8816.00,75.47,50.90,146253.00,-1450.00,82051.00,1329.47,159.2235,342.65,97.37,1489.33,33.5806,#N/A N/A
5/13/2011,0.86,8788.00,8769.75,75.76,50.90,155628.00,800.00,82073.00,1337.77,159.8395,344.42,99.65,1495.15,35.3750,#N/A N/A
5/12/2011,0.90,8730.00,8712.00,75.24,50.90,166548.00,-625.00,82095.00,1348.65,159.8745,346.31,98.97,1505.88,34.7075,#N/A N/A
5/11/2011,0.88,8700.00,8679.75,75.33,50.90,136672.00,25.00,82160.00,1342.08,159.6569,348.42,98.21,1501.41,35.1750,#N/A N/A
5/10/2011,0.94,8910.00,8888.25,74.61,50.90,130087.00,-275.00,82292.00,1357.16,164.6022,350.46,103.88,1516.26,38.5113,#N/A N/A
5/9/2011,0.88,8890.00,8866.75,74.74,50.90,120685.00,1425.00,82447.00,1346.30,162.5688,347.47,102.55,1513.73,37.8663,#N/A N/A
5/6/2011,0.90,8830.00,8808.00,74.84,50.90,156577.00,3525.00,82468.00,1340.20,159.5043,348.75,97.18,1495.58,35.6350,#N/A N/A
5/5/2011,0.92,8820.00,8793.75,74.19,50.90,200324.00,3525.00,82661.00,1335.10,161.0196,347.83,99.80,1474.30,34.7000,#N/A N/A
5/4/2011,0.94,9124.00,9095.75,73.03,50.90,144755.00,125.00,82855.00,1347.32,168.9085,351.74,109.24,1516.22,39.3413,#N/A N/A
5/3/2011,0.95,9350.00,9322.50,73.14,50.90,122699.00,150.00,83032.00,1356.62,172.1911,354.92,111.05,1535.90,41.5513,#N/A N/A
5/2/2011,0.95,9320.00,9296.00,72.95,50.90,152214.00,150.00,83165.00,1361.22,174.1929,357.72,113.52,1545.45,43.8050,#N/A N/A
4/29/2011,0.93,9320.00,9296.00,72.93,50.90,152214.00,150.00,83190.00,1363.61,175.4211,356.90,113.93,1563.70,47.9050,#N/A N/A
4/28/2011,0.96,9320.00,9296.00,73.12,52.00,152214.00,150.00,83139.00,1360.48,173.0189,355.95,112.86,1536.20,48.4438,#N/A N/A
4/27/2011,0.97,9321.00,9297.00,73.52,52.00,109206.00,3825.00,83139.00,1355.66,173.0950,353.01,112.76,1527.05,47.8438,#N/A N/A
4/26/2011,0.97,9545.00,9520.50,73.84,52.00,103765.00,3825.00,83051.00,1347.24,173.7013,352.00,112.21,1506.25,45.4625,#N/A N/A
4/25/2011,1.01,9705.00,9681.50,73.99,52.00,111251.00,2575.00,82976.00,1335.25,174.5214,349.98,112.28,1507.23,46.9100,#N/A N/A
4/22/2011,1.06,9705.00,9681.50,74.11,52.00,111251.00,2575.00,83019.00,1337.39,174.2186,350.85,112.29,1507.04,47.4200,#N/A N/A
4/21/2011,1.04,9705.00,9681.50,74.11,52.00,111251.00,2575.00,83019.00,1337.39,174.2186,350.83,112.29,1504.88,46.6038,#N/A N/A
4/20/2011,1.05,9580.00,9555.25,74.37,52.00,111273.00,1750.00,83236.00,1330.36,172.7119,348.01,111.45,1502.40,45.2388,#N/A N/A
4/19/2011,1.01,9340.00,9317.75,75.03,52.00,142770.00,175.00,83360.00,1312.62,170.8043,341.13,108.15,1496.40,43.9700,#N/A N/A
4/18/2011,1.02,9225.00,9203.50,75.50,52.00,155130.00,1350.00,83700.00,1305.14,169.8218,339.28,107.12,1495.30,43.4150,#N/A N/A
4/15/2011,1.10,9405.00,9384.25,74.83,52.00,122142.00,-375.00,83700.00,1319.68,170.6660,344.76,109.66,1486.88,42.9781,#N/A N/A
4/14/2011,1.22,9410.00,9389.25,74.69,52.00,148034.00,875.00,83943.00,1314.52,169.8973,344.45,108.11,1474.15,42.1300,#N/A N/A
4/13/2011,1.16,9510.00,9488.25,74.98,52.00,131460.00,3225.00,84160.00,1314.41,169.3991,345.07,107.11,1457.36,40.6275,#N/A N/A
4/12/2011,1.19,9625.00,9603.75,74.85,52.00,129334.00,1000.00,84222.00,1314.16,169.2417,343.66,106.25,1452.98,40.0975,#N/A N/A
4/11/2011,1.31,9855.00,9836.50,75.06,52.00,99205.00,1525.00,84488.00,1324.46,172.8619,347.87,109.92,1463.15,40.2550,#N/A N/A
4/8/2011,1.29,9875.00,9855.50,75.07,52.00,150118.00,1800.00,84498.00,1328.17,173.8811,348.72,112.79,1474.91,40.9350,#N/A N/A
4/7/2011,1.24,9670.00,9650.50,75.59,52.00,110040.00,1500.00,84654.00,1333.51,171.4017,347.18,110.30,1458.20,39.6450,#N/A N/A
4/6/2011,1.30,9605.00,9586.00,75.51,52.00,114034.00,-1450.00,84829.00,1335.54,171.4384,348.05,108.83,1459.75,39.5600,#N/A N/A
4/5/2011,1.27,9390.00,9369.50,75.88,52.00,82152.00,4425.00,84829.00,1332.63,171.2484,346.54,108.34,1455.85,39.3138,#N/A N/A
4/4/2011,1.21,9330.00,9311.25,75.91,52.00,98342.00,-950.00,84829.00,1332.87,170.8514,346.91,108.47,1434.03,38.5913,#N/A N/A
4/1/2011,1.26,9360.00,9343.25,75.83,52.00,181271.00,-1000.00,84829.00,1332.41,170.0157,345.66,107.94,1428.73,37.8125,#N/A N/A
3/31/2011,1.26,9428.00,9413.25,75.86,52.00,174351.00,125.00,84725.00,1325.83,169.5579,343.64,106.72,1432.20,37.6650,#N/A N/A
3/30/2011,1.19,9381.00,9363.50,76.12,52.00,130675.00,-400.00,84747.00,1328.26,166.5768,343.42,104.27,1422.98,37.4563,#N/A N/A
3/29/2011,1.24,9585.00,9569.00,76.25,52.90,107577.00,-400.00,84747.00,1319.44,166.5502,340.04,104.79,1418.45,37.0650,#N/A N/A
3/28/2011,1.17,9535.00,9520.50,76.13,52.90,123465.00,625.00,84725.00,1310.19,166.6232,339.38,103.98,1420.30,37.1525,#N/A N/A
3/25/2011,1.13,9685.00,9672.50,76.22,52.90,89138.00,4650.00,84725.00,1313.80,168.7355,340.54,105.40,1429.88,37.3300,#N/A N/A
3/24/2011,1.05,9715.00,9704.75,75.66,52.90,116923.00,475.00,84628.00,1309.66,168.3446,339.77,105.60,1430.43,37.1600,#N/A N/A
3/23/2011,0.98,9727.00,9718.50,75.79,52.90,120627.00,-200.00,84653.00,1297.54,167.5835,336.56,105.75,1437.43,37.3725,#N/A N/A
3/22/2011,0.98,9490.00,9482.50,75.43,52.90,95515.00,3850.00,84715.00,1293.77,166.8040,336.29,104.00,1427.85,36.3625,#N/A N/A
3/21/2011,0.97,9397.50,9390.50,75.40,52.90,111031.00,850.00,84486.00,1298.38,165.5269,335.09,102.33,1427.79,36.1050,#N/A N/A
3/18/2011,0.89,9510.00,9512.50,75.72,52.90,117809.00,850.00,84507.00,1279.21,164.8079,330.12,101.07,1418.56,35.2700,#N/A N/A
3/17/2011,0.89,9565.00,9564.50,76.04,52.90,140876.00,1825.00,84644.00,1273.71,162.8822,328.18,101.42,1403.81,34.2750,#N/A N/A
3/16/2011,0.81,9260.00,9258.00,76.68,52.90,186122.00,1025.00,84781.00,1256.88,157.7832,324.03,97.98,1399.03,34.2075,#N/A N/A
3/15/2011,0.89,9118.00,9110.50,76.33,52.90,200130.00,-50.00,84912.00,1281.87,157.5752,326.49,97.18,1395.70,34.2550,#N/A N/A
3/14/2011,0.90,9190.00,9172.75,76.35,52.90,193686.00,125.00,85002.00,1296.39,163.1375,334.01,101.19,1426.43,35.9063,#N/A N/A
3/11/2011,0.96,9190.00,9172.00,76.78,52.90,182780.00,400.00,85029.00,1304.28,163.3490,336.73,101.16,1417.65,35.9150,#N/A N/A
3/10/2011,0.96,9191.00,9173.00,77.28,52.90,191519.00,-250.00,84668.00,1295.11,164.3951,336.68,102.70,1411.85,35.2750,#N/A N/A
3/9/2011,1.04,9275.00,9257.00,76.72,52.90,194704.00,-775.00,84463.00,1320.03,166.7164,343.26,104.38,1430.75,36.1225,#N/A N/A
3/8/2011,1.10,9530.00,9518.00,76.80,52.90,171450.00,-650.00,84394.00,1321.82,167.4094,343.59,105.02,1428.88,36.0338,#N/A N/A
3/7/2011,1.06,9499.00,9489.00,76.50,52.90,135533.00,1850.00,83270.00,1310.13,168.4538,342.96,105.44,1432.05,35.9075,#N/A N/A
3/4/2011,1.05,9895.00,9886.50,76.40,52.90,121862.00,1250.00,83271.00,1321.15,169.2792,345.34,104.42,1430.95,35.6050,#N/A N/A
3/3/2011,1.16,9915.00,9903.50,76.48,52.90,125193.00,500.00,83283.00,1330.97,168.2550,345.70,101.91,1415.88,34.2150,#N/A N/A
3/2/2011,1.04,9890.00,9876.50,76.67,52.90,151375.00,3275.00,83283.00,1308.44,167.8785,342.00,102.23,1434.40,34.6725,#N/A N/A
3/1/2011,0.99,9859.50,9848.50,77.05,52.90,173469.00,-725.00,83283.00,1306.33,166.9841,342.61,99.63,1433.38,34.6888,#N/A N/A
2/28/2011,1.03,9885.00,9879.50,76.89,52.90,164262.00,4175.00,82935.00,1327.22,166.1437,344.82,96.97,1411.33,33.8938,#N/A N/A
2/25/2011,1.07,9760.00,9766.00,77.28,53.40,155787.00,4150.00,82900.00,1319.88,165.3397,342.19,97.88,1410.65,33.4100,#N/A N/A
2/24/2011,1.08,9502.00,9504.00,77.06,53.40,148805.00,975.00,82256.00,1306.10,162.3528,338.53,97.28,1402.66,32.1613,#N/A N/A
2/23/2011,1.10,9425.00,9421.00,77.41,53.40,174886.00,-50.00,81153.00,1307.40,163.4702,339.52,98.10,1411.64,33.5525,#N/A N/A
2/22/2011,1.09,9580.00,9576.00,77.77,53.40,145782.00,275.00,80680.00,1315.45,161.8695,341.57,93.57,1399.14,33.0875,#N/A N/A
2/21/2011,1.12,9810.00,9814.00,77.69,53.40,77145.00,3550.00,80349.00,1343.01,162.9797,346.76,86.20,1406.45,33.5250,#N/A N/A
2/18/2011,1.16,9860.00,9867.00,77.66,53.40,100829.00,725.00,80349.00,1343.01,162.9797,347.83,86.20,1389.99,32.6500,#N/A N/A
2/17/2011,1.20,9805.00,9814.25,78.00,53.40,146118.00,1400.00,79926.00,1340.43,163.0455,346.78,86.36,1384.08,31.7725,#N/A N/A
2/16/2011,1.29,9842.00,9848.00,78.22,53.40,155157.00,3375.00,77867.00,1336.32,161.7192,344.94,84.99,1374.39,30.6400,#N/A N/A
2/15/2011,1.24,10011.00,10027.25,78.57,53.40,134713.00,650.00,77450.00,1328.01,161.6437,343.04,84.32,1373.85,30.7850,#N/A N/A
2/14/2011,1.28,10160.00,10179.50,78.61,53.40,149184.00,5050.00,77108.00,1332.32,162.9754,343.22,84.81,1361.78,30.6175,#N/A N/A
2/11/2011,1.27,9961.00,9975.25,78.46,53.40,127896.00,-225.00,76709.00,1329.15,162.4584,341.79,85.58,1356.95,29.9175,#N/A N/A
2/10/2011,1.26,9940.00,9949.50,78.25,53.40,143304.00,550.00,76291.00,1321.87,163.2628,341.02,86.73,1363.80,30.2050,#N/A N/A
2/9/2011,1.20,9925.00,9933.00,77.64,53.40,133209.00,4375.00,76021.00,1320.88,163.8046,342.85,86.71,1363.73,30.2100,#N/A N/A
2/8/2011,1.27,10060.00,10070.00,78.00,53.40,126676.00,-1500.00,75464.00,1324.57,162.8766,344.63,86.94,1363.98,30.3212,#N/A N/A
2/7/2011,1.13,10045.00,10053.25,78.03,53.40,96383.00,-625.00,74702.00,1319.05,162.7616,342.92,87.48,1351.28,29.3938,#N/A N/A
2/4/2011,1.11,10050.00,10064.00,78.04,53.40,120153.00,-325.00,73684.00,1310.87,163.9771,341.25,89.03,1348.93,29.1375,#N/A N/A
2/3/2011,1.04,9930.00,9943.75,77.75,53.40,107206.00,700.00,73433.00,1307.10,164.2549,341.00,90.54,1354.35,28.9350,#N/A N/A
2/2/2011,0.96,9945.00,9963.50,77.16,53.40,122970.00,-150.00,73220.00,1304.03,165.3377,341.72,90.86,1335.25,28.3525,#N/A N/A
2/1/2011,0.87,9945.00,9970.00,77.07,53.40,167007.00,-100.00,72069.00,1307.59,164.5835,340.98,90.77,1341.40,28.5350,#N/A N/A
1/31/2011,0.79,9745.00,9767.50,77.74,53.40,141648.00,-4050.00,70670.00,1286.12,163.9999,335.58,92.19,1332.68,28.0650,#N/A N/A
1/28/2011,0.77,9530.00,9544.50,78.13,53.40,136059.00,800.00,70269.00,1276.34,161.2900,334.54,89.34,1336.78,27.9800,#N/A N/A
1/27/2011,0.82,9441.00,9451.50,77.73,53.40,158614.00,2575.00,69894.00,1299.54,159.4605,339.39,85.64,1313.53,26.9325,#N/A N/A
1/26/2011,0.87,9330.00,9338.50,77.90,52.20,128572.00,5625.00,68642.00,1296.63,160.4835,338.79,87.33,1346.00,27.6075,#N/A N/A
1/25/2011,0.83,9250.00,9261.00,78.00,52.20,144970.00,7575.00,66086.00,1291.18,158.1179,336.88,86.19,1332.43,26.8425,#N/A N/A
1/24/2011,0.90,9529.00,9544.75,78.05,52.20,118240.00,200.00,66036.00,1290.84,160.8751,337.19,87.87,1334.40,26.9475,#N/A N/A
1/21/2011,0.89,9441.00,9459.50,78.21,52.20,134586.00,775.00,66036.00,1283.35,161.9116,335.05,89.11,1342.68,27.5075,#N/A N/A
1/20/2011,0.91,9355.00,9368.00,78.82,52.20,211377.00,-1225.00,65873.00,1280.26,160.9676,333.65,88.86,1346.25,27.4963,#N/A N/A
1/19/2011,0.80,9575.00,9592.00,78.64,52.20,136769.00,3825.00,65556.00,1281.92,161.8292,337.42,90.86,1369.86,28.7925,#N/A N/A
1/18/2011,0.82,9700.00,9723.50,78.96,52.20,121117.00,-1075.00,65710.00,1295.02,162.0757,338.97,91.38,1368.34,28.8725,#N/A N/A
1/17/2011,0.80,9630.00,9648.00,79.34,52.20,141392.00,2775.00,65375.00,1293.24,161.6715,336.85,91.54,1361.61,28.2800,#N/A N/A
1/14/2011,0.82,9650.00,9661.75,79.16,52.20,119070.00,-1125.00,65375.00,1293.24,161.6715,337.42,91.54,1361.85,28.4700,#N/A N/A
1/13/2011,0.80,9615.00,9622.00,79.19,52.20,160422.00,-825.00,64998.00,1283.76,161.8781,336.72,91.40,1373.60,28.6850,#N/A N/A
1/12/2011,0.85,9690.00,9695.25,80.03,52.20,133505.00,-1475.00,64819.00,1285.96,162.6079,335.19,91.86,1387.90,29.6750,#N/A N/A
1/11/2011,0.81,9510.00,9521.50,80.85,52.20,127202.00,1350.00,64775.00,1274.48,160.3728,330.79,91.11,1381.58,29.5213,#N/A N/A
1/10/2011,0.81,9321.00,9329.50,80.88,52.20,121095.00,-1225.00,64798.00,1269.75,158.7072,329.04,89.25,1375.71,29.0950,#N/A N/A
1/7/2011,0.86,9415.00,9433.00,81.01,52.20,174737.00,125.00,64776.00,1271.50,157.8586,330.76,88.03,1369.54,28.6650,#N/A N/A
